Review #,Brand,Variety,Style,Country,Stars,T,code
184,Myojo,Chukazanmai Soy Sauce,Pack,Japan,3.75,,JPN
3347,Nona Lim,Spicy Miso Ramen Bowl,Bowl,United States,0.5,,USA
2478,Kiki Noodle,Scallion Oil & Soy Sauce Noodle,Pack,Taiwan,5,,CHN
3721,Dream Kitchen,Curry Udon,Bowl,United States,3.75,,USA
3894,Sapporo Ichiban,Kuze Fuku Shoten Shio Ramen,Cup,Japan,5,,JPN
2727,Acecook,Phmori Ika Yakisoba,Tray,Japan,3.75,,JPN
3915,Sapporo Ichiban,Ginza Curry Noodles,Cup,Japan,2.75,,JPN
3492,Kang Shi Fu,Atyificial Mushroom Chicken Flavour,Bowl,United States,4,,USA
759,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,United States,3.75,,USA
2700,Vedan,Jhen Mian Tang Spicy Hot Noodle,Pack,Taiwan,4,,CHN
967,Annie Chun's,Soup Bowl South Korean Kimchi,Bowl,United States,4.5,,USA
3808,iMee,Oriental Beef Flavour,Cup,Thailand,3.5,,THA
1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,,SGP
836,Binh Tay,Mi Chay Vegetarian,Pack,Vietnam,3.5,,VNM
820,Sunlee,Tom Yum Shrimp Rice Stick,Bowl,Thailand,3.75,,THA
3593,Doll,Fried Noodle Chili Sauce Flavour,Tray,Hong Kong,3.5,,HKG
2353,Nissin,"Cup Noodles Rich Garlic, Egg Yolk & Oxtail",Cup,Japan,3.5,,JPN
1650,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,,KOR
1285,Lucky Me!,Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles,Bowl,Philippines,3.25,,PHL
3798,Nissin,Men Shokunin Hot & Sour Tanmen,Bowl,Japan,4.75,,JPN
2470,Myojo,Udon Japanese Style Noodles With Soup Base Hot & Sour Flavor,Pack,United States,3.75,,USA
1735,Master Kong,Tomato Sauce Instant Noodle,Bowl,China,4,,CHN
2969,Kiki,Mapo Tofu Noodle,Box,Taiwan,2.5,,CHN
2462,TTL,Sesame Oil Chicken Noodle With Rice Wine,Bowl,Taiwan,5,,CHN
2283,Nissin,Raoh Pork Bone Soy Soup Noodle,Pack,Japan,4.5,,JPN
2247,Nissin,Sapporo Noukou Miso Ramen,Bowl,Japan,4.5,,JPN
735,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75,,KOR
278,Fortune,Udon Mushroom,Pack,United States,3,,USA
1104,Western Family,Instant Noodles Chicken Flavour,Pack,Canada,3.5,,CAN
984,Sun Noodle,Ramen Shoyu Flavor,Tray,United States,5,,USA
1377,Takamori Kosan,Yaki-Udon Mild Spicy Sauce,Pack,Japan,4.25,,JPN
3120,Nissin,Cup Noodles Diablo,Cup,Mexico,4.25,,MEX
2985,Myojo,Charumera Shio Ramen,Cup,Japan,5,,JPN
2248,Nongshim,Shin Noodle Soup,Cup,United States,4.5,,USA
3697,Sichuan Baijia,Big Boss Broad Noodle Chili Oil Flavor (Sour & Hot),Cup,China,4.5,,CHN
256,Nissin,Cup Noodles Shrimp,Cup,United States,3.5,,USA
3683,Sapporo Ichiban,Sekai no Yamachan Phantom Chicken Wings Yakisoba,Tray,Japan,5,,JPN
1136,Nissin,Yakisoba,Pack,Japan,5,,JPN
2878,Samyang Foods,Samyang Ramen Hot,Bowl,South Korea,5,,KOR
54,Hua Feng Noodle Expert,Spicy Seafood Flavor,Pack,China,3,,CHN
2941,A-Sha,Guanmiao Noodle Hakka Sesame Oil Scallion,Pack,Taiwan,2.5,,CHN
2836,Shanjinshan,Yibin Burning Noodle Green Onion Flavor,Tray,China,3.75,,CHN
1505,Shan,Shoop Instant Noodles BBQ Flavour,Pack,Pakistan,3.25,,PAK
2542,Acecook,Super Cup Yochan Ika Yakisoba,Tray,Japan,1.5,,JPN
3791,iMee,Chicken Red Curry Flavour Instant Noodles,Cup,Thailand,4.5,,THA
1989,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5,,MYS
695,JFC,Japanese Style Noodle Curry,Bowl,Japan,4.5,,JPN
3689,MAMA,Oriental Kitchen Hot Korean Instant Noodles,Cup,Thailand,4,,THA
1113,Samyang Foods,Samyang Ramyun (SK Version),Cup,South Korea,3.5,,KOR
3939,Lee Kum Kee,Asian Style Sesame Teriyaki Noodle With Miso & Garlic,Bowl,United States,0.25,,USA
2755,Vedan,Wei Wei 'A' Seafood XO Sauce Noodle,Pack,Taiwan,3.5,,CHN
978,Sun Noodle,Ramen Pork Flavor,Tray,United States,5,,USA
952,Pot Noodle,Sweet & Spicy,Cup,UK,3.5,,GBR
1148,Asian Thai Foods,Miteri Instant Noodles Vegetable Flavor,Pack,Nepal,3.5,,NPL
3282,EDO Pack,Spicy Flavour Noodle,Pack,Hong Kong,4,,HKG
502,Sunlee,Beef Rice Stick,Bowl,Thailand,2,,THA
611,Batchelors,Super Noodles Low Fat Sweet Thai Chilli,Pack,UK,2,,GBR
3580,Sau Tao,Laksa Flavour Rice Vermicelli,Pack,Hong Kong,4.5,,HKG
3852,Nissin,Cup Noodles Kaisen Seafood,Cup,Germany,3.75,,DEU
880,Golden Wheat,South Korean Style Seafood,Cup,China,2.75,,CHN
2256,Goku-Uma,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,United States,3.25,,USA
1686,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,,CHN
1638,A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5,,CHN
974,Pot Noodle,Chilli Beef Flavour,Cup,UK,2.25,,GBR
3677,Samyang Foods,Buldak Challenge,Pack,South Korea,4.25,,KOR
3732,Chillies Brand,Hae Bee Hiam ,Pack,Singapore,5,,SGP
1798,iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,,NLD
358,Doll,Spicy Artificial Pork,Pack,Hong Kong,3.75,,HKG
428,Kamfen,E Men Chicken,Pack,China,3.75,,CHN
3594,Kinchan,Bukkake Mentai Cream Udon,Bowl,Japan,3.75,,JPN
119,Ve Wong,Artificial Pork & Chicken,Pack,Taiwan,3.4,,CHN
926,Ibumie,VegeMee Vegetarian Flavour,Pack,Malaysia,2.75,,MYS
1516,Men-Sunaoshi,Miso Ramen,Pack,Japan,3.75,,JPN
3269,Vite Ramen,Vegan Mushroom Shio Instant Noodle Soup,Pack,United States,5,,USA
2469,KOKA,Signature Curry Flavor Instant Noodles,Cup,Singapore,3.5,,SGP
2570,Tao Kae Noi,Creamy tom Yum Kung Flavour,Pack,Thailand,5,,THA
1916,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3,,DEU
475,Gefen,Vegetable,Pack,United States,3.25,,USA
936,Yamachan,Mild Tonkotsu,Pack,United States,5,,USA
1030,Samyang Foods,60 Ingredients Assorted Vegetable SK Version,Pack,South Korea,3.75,,KOR
2571,KOKA,The Original Spicy Stir-Fried Noodles,Pack,Singapore,2.5,,SGP
2618,KOKA,Delight Curry Flavor Instant Non-Fried Noodles,Pack,Singapore,5,,SGP
3535,Nongshim,Tonkotsu Ramen Premium Noodle Soup,Bowl,United States,5,,USA
3079,Fu Chung,Village Dry Noodles With Sauce - Spicy Sichuan Pepper With Vinegar,Pack,Taiwan,5,,CHN
1233,Nissin,Sabor A Pollo Sopa Instantánea Con Fideos,Pack,Colombia,3.25,,COL
1465,Thai Chef,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,Germany,3.5,,DEU
2461,Fujiwara,Hokkaido Hakodate Shio Ramen,Pack,Japan,4.5,,JPN
1153,Wu-Mu,Spicy Flavor Tomato Ramen,Pack,Taiwan,4,,CHN
1912,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75,,MMR
2493,Nissin,Cup Noodles Curry,Cup,Germany,3.75,,DEU
2205,Maruchan,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,United States,3.5,,USA
2354,Vifon,Viet Cuisine Bun Rieu Cua Sour Crab Soup Instant Rice Vermicelli,Bowl,Vietnam,5,,VNM
2612,Nona Lim,Laksa Rice Noodles + Thai Curry & Lime Broth,Pack,United States,3.5/2.5,,USA
3123,Luosiking,Spicy River Snail & Pork,Tray,China,3.75,,CHN
3234,No Name,Shrimp Flavour Oriental Noodles & Soup Mix,Pack,Canada,3.5,,CAN
1027,Samyang Foods,Yukgaejang Beef Ramyun,Bowl,South Korea,4,,KOR
668,Saigon Ve Wong,Kung Fu Vegetarian,Bowl,Vietnam,2,,VNM
576,Menraku,Tempura Soba,Bowl,Japan,3.75,,JPN
1915,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,,JPN
2875,Nissin,Cup Noodle Seafood Ramen Noodle Soup,Cup,United States,5,,USA
840,Chewy,Stir Rice Vermicelli Singaporean Laksa,Tray,China,3.75,,CHN
372,Noodle Time,Spicy Thai,Bowl,Canada,0.5,,CAN
2160,Menraku,Japanese Yakisoba Umami Sauce,Bowl,Japan,5,,JPN
1225,Nissin,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,Tray,United States,3.75,,USA
2144,Nissin,Lamen Sabor Picanha,Pack,Brazil,3.5,,BRA
1255,Thai Choice,Instant Noodles Shrimp Flavour,Cup,Thailand,3.25,,THA
3002,New Touch,Machi Ichiban Shio Ramen,Pack,Japan,4.5,,JPN
456,Ve Wong,Kung Fu Artificial Szechuan Pork,Bowl,Taiwan,3.75,,CHN
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,,JPN
3433,Base Foods,Base Noodles,Pack,United States,NS,,USA
1181,Samyang Foods,Star Popeye Ramyun Snack,Pack,South Korea,4,,KOR
2855,Yum Yum,Tem Tem Tom Klong Pla Krob,Cup,Thailand,4.25,,THA
1396,Oyatsu,Baby Star Snack Noodle Yakisoba Flavor,Pack,Japan,4.75,,JPN
2240,Wang,Rice Noodle Anchovy Flavor,Bowl,South Korea,3.25,,KOR
1652,MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5,,MYS
2042,Suimin,Noodles Mi Goreng,Cup,Australia,4.25,,AUS
3438,Nissin,Cup Noodles Big Extra Spicy Tonkotsu,Cup,Hong Kong,3.25,,HKG
615,Yamamori,Tom Yam Prawn,Pack,Japan,4.5,,JPN
2193,Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,2.5,,PAK
716,Vifon,Hu Tieu Ca Stewed Fish,Bowl,Vietnam,3.75,,VNM
215,Maruchan,Yakisoba Chicken,Tray,United States,2,,USA
2479,E-Zee,Instant Noodles Chicken Flavour,Pack,Malaysia,4,,MYS
3523,Little Couples,Dry Noodle Sesame Flavor,Pack,Taiwan,5,,CHN
2617,Nissin,Cup Noodles Laksa Flavour,Cup,Singapore,5,,SGP
3371,Nissin Miojo,Cremoso Sabor Estrogonofe De Frango,Pack,Brazil,4,,BRA
1212,Ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,3.5,,THA
775,JML,Seafood,Bowl,China,3,,CHN
1258,President,Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle,Pack,Indonesia,4.5,,IDN
193,Boss,Shrimp Tom Yum Flavor,Bowl,Thailand,2.5,,THA
3154,Acecook,Super Cup Pork Kimchi Ramen,Bowl,Japan,3,,JPN
3794,Ramen Express By Chef Woo,Beef Flavor Ramen,Pack,United States,4.5,,USA
3869,Nissin,Cup Noodles Pork Tonkotsu,Cup,Germany,3,,DEU
1146,Asian Thai Foods,2pm Precooked Noodles Chicken Curry Delight,Pack,Nepal,3.5,,NPL
3874,Fan's Kitchen,Premium Instant Noodles Chongqing Spicy Flavor,Cup,China,3.5,,CHN
3513,Nissin,Demae Ramen Original Soy Sauce Flavor Ramen Noodle Soup,Bowl,United States,4,,USA
2757,MyKuali,Hokkien Prawn (2018 Recipe),Pack,Malaysia,5,,MYS
3643,Baixiang,Artificial Pork Bone Soup Flavor Instant Noodle,Pack,China,3.75,,CHN
3259,Kuro Tetsuya,Black Iron Red Guard,Pack,Japan,4.5,,JPN
2779,Mr. Noodle,Barbecue Sauce Curry,Pack,Taiwan,5,,CHN
2391,Ottogi,Jin Jjambbong Spicy Seafood Ramyun,Pack,South Korea,5,,KOR
3003,Chencun,The Flavours Of Yunnan China Acid & Peppery Beef,Bowl,China,2.75,,CHN
594,Haioreum,Asian Style Noodles Seafood,Bowl,South Korea,3.5,,KOR
814,Indomie,Beef,Pack,Indonesia,3.5,,IDN
729,Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5,,IDN
3886,Sapporo Ichiban,Toyama Shiraebi Shio,Bowl,Japan,4,,JPN
2033,Chaudhary's Wai Wai,Instant Noodles Artificial Chicken & Shrimp Flavored,Pack,India,2.5,,IND
3768,Nora Kitchen,Chicken Sotanghon,Cup,United States,1.5,,USA
3103,Neo~Essence,Top-Graded Spicy Sauce Ramen Noodles,Box,Taiwan,5,,CHN
1811,Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,,NLD
982,Sun Noodle,Ramen Miso Flavor,Tray,United States,5,,USA
2358,Sichuan Baijia,Pickled Cabbage Flavor Instant Vermicelli,Bowl,China,4,,CHN
447,Ve Wong,Little Prince Bacon,Pack,Vietnam,4.75,,VNM
32,Koka,Mi Hai Cua Crab Flavor,Pack,Singapore,3.5,,SGP
1991,Nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,4.5,,JPN
3700,Sau Tao,Seafood Flavour Sichuan Spicy Noodle,Pack,Hong Kong,5,,HKG
3696,Nissin,Top Ramen Masala Noodles,Pack,India,4,,IND
632,Mr. Udon,Japanese Miso,Pack,South Korea,2.75,,KOR
1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,,CHN
2276,Nissin,Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe),Cup,United States,3,,USA
626,Ottogi,Yeul Hot Taste,Bowl,South Korea,3.5,,KOR
3741,Acecook,Maruyoshi Shrimp Tensoba,Cup,Japan,2,,JPN
569,Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,Vietnam,3,,VNM
170,Myojo,Chukazanmai Soybean Paste,Pack,Japan,3.5,,JPN
2024,Urban Noodle,Authentic Street Food Pad Thai,Cup,UK,2.5,,GBR
617,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75,,JPN
126,Mama,Tom Yam Koong Rice Vermicelli,Pack,Thailand,1.5,,THA
3110,Maruchan,QTTA Hamburger Ramen,Cup,Japan,4,,JPN
17,Quickchow,Pancit Palabok,Pack,Philippines,2.5,,PHL
1093,Amianda,Hakka Flat Noodles - Satay Sauce,Pack,Taiwan,4.5,,CHN
932,Paldo,Namja Ramen (United States version),Pack,South Korea,5,,KOR
1588,Mi E-Zee,Perisa Bayam,Pack,Malaysia,3.5,,MYS
443,Lucky Me!,N-Rich Chicken Tinola,Pack,Philippines,4,,PHL
3240,Tseng Noodles,Spicy Dolar,Pack,Taiwan,4,,CHN
1308,Nongshim,Soon Veggie Noodle Soup,Pack,South Korea,5,,KOR
1824,Nongshim,Soon Veggie Noodle Soup,Cup,United States,5,,USA
3796,Nissin,Cup Noodles Hot Chili Spicy Roasted Sesame Soup,Cup,Germany,3.75,,DEU
2999,Uni-President,Pickled Cabbage Beef Stir Noodle Bowl,Bowl,China,4.25,,CHN
2807,Maruchan,Gotsumori Shio Wonton Ramen,Bowl,Japan,5,,JPN
3322,Ve Wong,KUNG-FU Instant Oriental Noodle Soup Artificial Soybean Paste Flavor,Pack,Taiwan,4.5,,CHN
3644,Wei Lih,Wei Lih Men Ma Jiang,Pack,Taiwan,4.5,,CHN
658,Paldo,Hwa King Cup,Cup,South Korea,3.5,,KOR
3921,MyKuali,White Fish Broth Rice Vermicelli,Pack,Malaysia,5,,MYS
2095,Nissin,Straits Kitchen Laksa,Pack,Singapore,5,,SGP
3881,Fan's Kitchen,Premium Instant Noodles Sesame Chili Sauce Flavour,Cup,China,5,,CHN
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,,MMR
909,Indomie,Kriuuk Bawang,Pack,Indonesia,4.25,,IDN
693,Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25,,CHN
280,Rhee Bros Assi,Rice Noodle Katsuo,Tray,South Korea,4,,KOR
2592,Maruchan,Yokozuna Tonkotsu Ramen,Bowl,Japan,5,,JPN
2225,Fuku,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,Hong Kong,3.75,,HKG
3232,Tiger Tiger,Noodles In No Time Pad Thai,Box,United Kingdom,3.5,,GBR
1616,Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5,,CHN
1143,Asian Thai Foods,Rumpum Vegetable Soup Base,Pack,Nepal,4.25,,NPL
1025,Samyang Foods,Hot Chacharoni,Pack,South Korea,3.75,,KOR
681,Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75,,KOR
1528,Lucky Me!,Supreme Pinoy Chicken Instant Noodles,Cup,Philippines,3.25,,PHL
306,Rhee Bros Assi,Rice Noodle Anchovy Flavor,Tray,South Korea,3.75,,KOR
3178,Acecook,Kelp Broth Shio Ramen,Cup,Japan,2.5,,JPN
320,Maruchan,Ramen Noodle Soup Spicy Picante Chicken,Pack,United States,4,,USA
1062,Tasty Bite,1 Step-1 Minute Asian Noodles Lemongrass Ginger,Pack,United States,3.75,,USA
3163,Mom's Dry Noodle,Spicy Hot Pot Noodle,Box,Taiwan,3,,CHN
1341,Plats Du Chef,Cuisine Adventures Chicken Pho Soup,Bowl,Canada,5,,CAN
1747,Vit's,Curry Instant Noodles,Pack,Malaysia,3.5,,MYS
2564,TRDP,Mario Masala Noodles,Pack,India,3.75,,IND
2419,MyKuali,Penang Red Tom Yum Goong,Box,Japan,5,,JPN
3654,Myojo,Ramen Garlic Miso,Pack,United States,4.5,,USA
3377,Sapporo Ichiban,Hokkaido Crab Nabe Shoyu Ramen,Cup,Japan,3.75,,JPN
3415,Taim,Thai Noodles Chinese Seasoning,Cup,Israel,2,,ISR
159,Mama,Hot & Spicy,Pack,Thailand,1.75,,THA
1764,Pirkka,Nuudeli Tom Yum Katkarapu,Pack,Finland,3.75,,FIN
3287,Itsuki,Neapolitan Spaghetti,Pack,Japan,3.25,,JPN
3578,Sau Tao,Nonf-Fried Abalone Noodle,Pack,Hong Kong,5,,HKG
3738,O'Taste,Habanero Ttteokbokki With Noodles,Cup,South Korea,4,,KOR
3022,Myojo,Yakisoba Curry Flavor,Pack,United States,5,,USA
3316,Itsuki,Kurume Hotomeki Ramen,Pack,Japan,3.75,,JPN
863,Indomie,Special Fried Curly Noodle (Local),Pack,Indonesia,5,,IDN
217,Samyang,Bowl Noodle Kimchi,Bowl,South Korea,4,,KOR
1249,Nissin,Sabor A Pollo Sopa Con Fideos,Cup,Colombia,2.75,,COL
1442,Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,,SGP
787,Emart,Ramen E Ramen White Broth,Pack,South Korea,5,,KOR
2831,Island Foods,Banri Sano Ramen,Box,Japan,4.5,,JPN
1896,Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,3.5,,HUN
7,Ve Wong,Mushroom Pork,Pack,Vietnam,1,,VNM
3884,Kolson,Dhanak Vermicelli,Pack,Pakistan,5,,PAK
2296,Suimin,Noodles With Chicken Flavour,Cup,Australia,2.5,,AUS
205,Sapporo Ichiban,Beef Flavor,Pack,United States,4.5,,USA
905,Tradition,Vegetable Instant Noodle soup,Cup,United States,3.25,,USA
2465,Nissin,Cup Noodles XO Sauce Seafood,Cup,China,3.75,,CHN
2945,Vedan,449 Instant Noodle Three Cup Chicken Flavor,Pack,Taiwan,1.75,,CHN
2722,Nissin,Premium Santouka From Hawaii Soy Sauce Ramen,Cup,Japan,3.5,,JPN
1256,Eat & Go,Curry Chicken Mi Instan Cup,Cup,Indonesia,4.25,,IDN
1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4,,JPN
620,Vifon,Phu Gia Bamboo Shoot Artificial Pork Bean Thread,Pack,Vietnam,1.25,,VNM
3619,Igarashi Seimen,Miso Ramen,Pack,Japan,3.75,,JPN
827,Paldo,Rabokki,Pack,South Korea,4.75,,KOR
1297,GaGa,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Pack,Indonesia,3.25,,IDN
3690,MAMA,Spicy Baby Clam Flavor Cup Instant Rice Noodles,Cup,Thailand,4.25,,THA
1298,Good Tto Leu Foods,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,South Korea,4,,KOR
894,Han's South Korea,Rice Noodle With Kimchi Flavored Soup,Tray,South Korea,3,,KOR
1061,Tasty Bite,1 Step-1 Minute Asian Noodles Toasted Sesame,Pack,United States,4,,USA
2116,Nissin,Instant Noodles Tom Yum Shrimp Saab Flavour,Pack,Thailand,4,,THA
674,Paldo,Kko Kko Myun,Pack,South Korea,5,,KOR
3472,MyKuali,Penang White Curry Noodle (New Recipe),Pack,Malaysia,5,,MYS
3350,Nissin Miojo,Cremoso Costela Barbecue,Pack,Brazil,1,,BRA
3172,Samlip,Hi-Myon Katsuo Udon,Pack,South Korea,3.5,,KOR
646,Yamamoto,Shoyu,Bowl,Japan,4.25,,JPN
2853,Nissin,Donebi Aromatic Chili Oil Kamodashi (Duck) Green Onion Thick Soba,Bowl,Japan,3.75,,JPN
3248,Samyang Foods,Tsuyu Soy Sauce Udon,Pack,South Korea,5,,KOR
3896,Doll,Ramen Noodles Artificial Beef Flavour ,Pack,Hong Kong,4.5,,HKG
1289,JML,Braised Beef Noodles,Pack,China,4,,CHN
1091,Amianda,Homely Dried Noodles - Original Flavor ,Pack,Taiwan,4,,CHN
1948,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,,CHN
3225,Nissin,Cup Noodles Singapore Laksa,Cup,Japan,3.5,,JPN
3930,Doll,Ramen Noodles Shrimp Wonton Flavor,Pack,Hong Kong,3.5,,HKG
2567,Nissin,Deka Buto Kimchi Pork Flavor,Bowl,Japan,4.5,,JPN
1492,Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4,,THA
2903,Nissin,Demae Ramen Sesame Oil Flavour Potato Chips,Pack,Hong Kong,3.5,,HKG
1581,United,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,Pack,Vietnam,2.75,,VNM
3638,Hi-Lai Foods,Lai Noodle,Pack,Taiwan,5,,CHN
595,Thai Kitchen,Spring Onion Rice Noodle,Pack,United States,3.75,,USA
1156,Vifon,Oriental Style Instant Vermicelli Sour Crab Flavour Soup,Pack,Vietnam,3.75,,VNM
2676,Maruchan,Bowl Taste Of Asia Tom Yum Ramen Noodle Soup,Bowl,United States,5,,USA
534,Mama,Pho Ga,Pack,Thailand,3.1,,THA
1269,Chewy,Rice Vermicelli Scallop With XO Sauce Flavour,Pack,Hong Kong,2.5,,HKG
3581,Sau Tao,Taiwanese Style Sliced Noodle Pepper & Sesame Flavour,Pack,Hong Kong,4.5,,HKG
3169,Myojo,Mapo Men,Cup,Japan,3.5,,JPN
1108,Chencun,Spicy Beef,Cup,China,3.5,,CHN
3553,Mom's Dry Noodle,Sichuan Spicy Duck Blood Bean Vermicelli,Box,Taiwan,5,,CHN
3758,Mi Sedaap,Mi Segera Perisa Kari,Pack,Indonesia,4.5,,IDN
911,Nissin,Top Ramen Cucharealo Habanero Shrimp,Pack,United States,3.75,,USA
211,Vina Acecook,Kingcook Tomato Sauce Pork,Tray,Vietnam,3.5,,VNM
2044,Doll,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,3,,HKG
2631,Isoyama Shoji,18 Prohibited,Pack,Japan,0,,JPN
2327,Nissin,Cup Noodles Spicy Lime Flavor Ramen Noodle Soup (New Recipe),Cup,United States,3.5,,USA
1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5,,MYS
2295,Nissin,Cup Noodles Seafood,Cup,China,4,,CHN
548,Pot Noodle,Original Curry,Cup,UK,3.75,,GBR
378,Ve Wong,Hot Of Hots Artificial Satay Beef,Bowl,Taiwan,3.75,,CHN
1663,Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4,,VNM
3518,Doshirak,Mild Flavor Chicken Ramen Noodle Soup,Pack,Russian Federation,3.25,,RUS
1860,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,,JPN
3673,Noodles Accompanied By Happiness,Fragrant In Original Taste,Pack,Taiwan,5,,CHN
2554,Yum-Mie,Instant Noodles Beef In Light Soup Flavour,Pack,Ghana,3.5,,GHA
1092,Amianda,Tachia Dried Noodles - Rou Zhou Meat Sauce,Pack,Taiwan,5,,CHN
1647,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,,CAN
1676,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,,MYS
1645,Lucky Me!,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,Philippines,3.75,,PHL
3482,KOKA,Baked Multigrain Noodles Hot Mala Tofu Flavour,Cup,Singapore,2.25,,SGP
3825,Chef Woo,Sweet Chili Togarashi Ramen,Cup,United States,3.5,,USA
2590,JML,Bone Soup (Spare Ribs Flavour) Noodle,Pack,China,3.25,,CHN
1502,JML,Artificial Pork Flavor Noodles,Pack,China,4,,CHN
421,Myojo,Kakesoba Desse Soy Sauce,Bowl,Japan,2.75,,JPN
1766,Paldo,Bulnak Boeummyun King Noodle,Bowl,South Korea,3.5,,KOR
218,Maruchan,Yakisoba Sweet & Sour Chicken,Tray,United States,3,,USA
2924,Samyang Foods,Samyang Ramen Spicy Flavor,Pack,South Korea,5,,KOR
2620,Samyang Foods,Buldak Bokkeummyun Stew,Bowl,South Korea,3.75,,KOR
2842,Vedan,Double Bang Pork Broth Noodle,Bowl,Taiwan,3.25,,CHN
89,Unif,100 Artificial Stewed Pork Chop,Pack,Taiwan,3.2,,CHN
2750,Nissin,Cup Noodles Tom Yum Goong Flavour Potato Chips,Pack,Hong Kong,5,,HKG
3630,Sau Tao,Instant Noodle King Lobster Soup Flavour,Pack,Hong Kong,3.75,,HKG
3242,Acecook,Fujikko Shio Yakisoba,Bowl,Japan,3.75,,JPN
122,Doll,Shrimp Wonton,Pack,Hong Kong,4,,HKG
364,Sao Tao,Noodle King Beef Hong Kong Style,Bowl,Hong Kong,2.5,,HKG
1224,HoMyeonDang,Premium Noodle House Seafood Ramyun,Pack,South Korea,4,,KOR
329,Mee Jang,Artificial Beef Flavor,Bowl,Thailand,3.5,,THA
717,Nissin,Ramen Bowl Spicy Chicken,Bowl,United States,3.25,,USA
408,Gomex,3 Mien Mi Tom Chua Cay Hot sour Shrimp,Pack,Vietnam,2.25,,VNM
2171,MAMA,Instant Flat Noodles Tom Yam Flavour,Pack,Thailand,4,,THA
3126,Fukumen,Noukou Asahikawa Shoyu,Pack,Japan,5,,JPN
416,Sapporo Ichiban,Chicken Flavor,Cup,United States,3.75,,USA
1350,Mamee,Chef Curry Laksa Flavour,Pack,Malaysia,5,,MYS
2008,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5,,CHN
1787,Pama,Kua Teaw Segera,Pack,Malaysia,4,,MYS
1216,Batchelors,Super Low Fat Noodles Chilli Chicken Flavour,Pack,UK,1,,GBR
1809,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,,JPN
3863,Sanyang,Yishi Classic Guilin Rice Noodle,Pack,China,3,,CHN
3568,Sau Tao,Tom Yum Kung Flavour Ho Fan,Pack,Hong Kong,4.5,,HKG
