Review #,Brand,Variety,Style,Country,Stars,Top Ten
537,Mama,Pad Kee Mao Drunken,Pack,Thailand,2,
1279,Ko-Lee,Instant Noodles Mixed Vegetable,Pack,UK,3.5,
2491,Nissin,Soba Yakitori Chicken,Cup,Germany,5,
2467,Paldo,Volcano Curry Kkokkomyun,Pack,South Korea,3.5,
41,Little Cook,Pork Mustard Stem,Bowl,Thailand,0.5,
1345,Lotus Foods,Forbidden Rice Ramen,Pack,USA,2.25,
443,Lucky Me!,N-Rich Chicken Tinola,Pack,Philippines,4,
2389,Gefen,Imitation Chicken Flavor,Cup,USA,4,
269,Paldo,Spicy Shrimp Bowl,Bowl,South Korea,3.5,
26,Nissin,Soba Noodles With Mayo Mustard Squirt,Pack,Japan,4,
1082,Indomie,Mi Goreng Cabe Ijo,Pack,Indonesia,4.5,
93,Payless,Xtra Big Original Pancit Canton,Pack,Philippines,4.5,
2332,Nissin,Sopa Nissin Sabor A Res Instantanea Tipo Ramen,Pack,Mexico,4,
820,Sunlee,Tom Yum Shrimp Rice Stick,Bowl,Thailand,3.75,
2510,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,
2422,Nissin,Cup Noodles Sopa Nissin Con Camaron Picante,Cup,Mexico,3.25,
1023,Samyang Foods,Samyang Ramyun,Pack,South Korea,4.5,
421,Myojo,Kakesoba Desse Soy Sauce,Bowl,Japan,2.75,
825,Paldo,Shoyu,Cup,Japan,3.25,
1700,A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4,
709,Nissin,Chow Mein Spicy Chicken,Tray,USA,3.25,
1309,Yum Yum,Oriental Style Instant Noodles Seafood Flavour,Cup,Thailand,3.75,
1337,Sakura Noodle,Chikara Brand Udon Beef Flavor,Pack,USA,4.25,
1323,Golden Wheat,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,China,2,
821,Master Kong,Potatoes & Stewed Beef,Pack,China,5,
1809,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,
1268,Wu-Mu,Dried Noodle With Jah Jan Sauce,Pack,Taiwan,3.25,
1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,
2214,Sapporo Ichiban,Tabimen Nagasaki Chanpon,Bowl,Japan,4,
1721,Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,4.25,
2066,Marutai,Hakata Tonkotsu Ramen,Pack,Japan,5,
1030,Samyang Foods,60 Ingredients Assorted Vegetable SK Version,Pack,South Korea,3.75,
1332,Sakura Noodle,Chikara Brand Udon Chicken Flavor,Pack,USA,3.75,
1063,Tasty Bite,1 Step-1 Minute Asian Noodles Thai Basil,Pack,USA,3.75,
562,Batchelors,Super Noodles Bacon,Pack,UK,4.25,
786,Mr. Noodles,Beef,Pack,Canada,3,
1729,Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,2.75,
252,Fortune,Udon Chicken,Pack,USA,3.25,
918,Nongshim,Tempura Udon Flavor Cup Ramyun,Cup,South Korea,4.5,
1452,Nissin,Premium Instant Noodles Spicy Beef Flavour,Bowl,Singapore,3.75,
114,Samyang,Kimchi,Pack,South Korea,2.9,
291,Nongshim,Shin Bowl,Bowl,South Korea,3,
1735,Master Kong,Tomato Sauce Instant Noodle,Bowl,China,4,
570,O Sung,Keopnurungji Rice Snack,Cup,South Korea,2.5,
1153,Wu-Mu,Spicy Flavor Tomato Ramen,Pack,Taiwan,4,
310,Lucky Me!,La Paz Batchoy Beef,Pack,Philippines,2.5,
2031,CarJEN,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Pack,Malaysia,5,
1475,Bamee,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,3.25,
2219,Fantastic,Noodles Crispy Bacon Flavour,Cup,Australia,1,
1688,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,
2135,Doll,Instant Noodle Supreme Abalone And Chicken Flavour,Pack,Hong Kong,2,
1494,Indomie,Pop Mie Chicken Flavour Cup Noodles,Cup,Indonesia,3.5,
1519,Ching's Secret,Manchurian Instant Noodles,Pack,India,3.5,
914,Nissin,Ramen Shop Sapporo Miso,Pack,Japan,4,
2100,Myojo,Mee Goreng Original Flavour,Pack,Singapore,4,
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5,
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,4.75,
2566,Nissin,Demae Ramen Bar Noodle Aka Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,
367,Saigon Ve Wong,Kung Fu Artificial Chicken,Pack,Vietnam,3.25,
1037,Emart,Dare You Habanero Jjamppong,Pack,South Korea,4,
76,Indomie,Meatball Flavor,Pack,Indonesia,2.5,
154,Nissin,Creamy Chicken,Cup,USA,1.75,
954,Sakurai Foods,ARCHE Naturk??che Japanische Nudelsuppe,Pack,Japan,3.25,
2116,Nissin,Instant Noodles Tom Yum Shrimp Saab Flavour,Pack,Thailand,4,
1412,Chewy,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,Hong Kong,4,
2175,MAMA,Instant Flat Noodles Clear Soup,Pack,Thailand,4,
1143,Asian Thai Foods,Rumpum Vegetable Soup Base,Pack,Nepal,4.25,
22,Nongshim,Ansungtangmyun Noodle Soup,Pack,South Korea,3.75,
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,4.25,
1971,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5,
507,Dragonfly,Artificial Seafood,Bowl,China,3.75,
2447,KOKA,Signature Stir-Fry Original Flavor Instant Noodles,Pack,Singapore,3,
2579,Just Way,Noodles Spicy Hot Sesame Spicy Hot Sesame Guan-miao Noodles,Pack,Taiwan,1,
2287,Master Kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China,0,
1694,Mama,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,4.75,
705,Golden Wheat,South Korean Style Beef,Cup,China,3.5,
701,Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,USA,4,
1997,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4.3,
1699,Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5,
2250,Nissin,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,Hong Kong,4,
571,Shirakiku,Japanese Style Tokusen Sio,Pack,Japan,3.25,
2527,Uni-President,Mushroom Flavor,Pack,Vietnam,0,
1046,Myojo,Stir Fry Noodles Japanese Style Noodles With Sauce,Pack,USA,4,
1667,Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5,
2092,Doll,Instant Noodle Preserved Vegetable Flavour,Pack,Hong Kong,4,
986,Paldo,Jong-Gah-Jip Kimchi Ramen,Pack,South Korea,4,
941,Ko-Lee,Go Noodles Chicken Special,Pack,UK,3.75,
1090,Amianda,Dried Noodles - Spicy Sauerkraut,Pack,Taiwan,3.25,
4,Wai Wai,Oriental Style Instant Noodles,Pack,Thailand,1,
690,Maruchan,Yakisoba Savory Soy Sauce,Tray,USA,3.75,
1133,Kamfen,E-Men Noodles Abalone Soup Flavor,Pack,Hong Kong,3.75,
2036,A-Sha Dry Noodle,Hakka BBQ Sauce Noodle,Pack,Taiwan,4.25,
2431,Dream Kitchen,Udon Japanese Style Fresh Noodle,Bowl,USA,3.75,
1695,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5,
1338,Batchelors,Super Noodles Peppered Steak Flavour,Pack,UK,1.5,
809,Nongshim,Neoguri Mild (South Korea),Pack,South Korea,4,
2086,Nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,5,
1941,Unox,Good Noodles Tandoori,Pack,Netherlands,2.5,
389,Mama,Vegetarian Tom Yum,Pack,Thailand,2.75,
1430,Samyang Foods,Buldak Bokkummyeon,Bowl,South Korea,4,
294,Paldo,South Korean Seafood,Pack,South Korea,3.75,
1656,Mama,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5,
2333,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Pollo,Cup,Mexico,4,
1567,Nissin,Emergency Cup Noodle,Cup,Japan,4.25,
684,Dragonfly,Artificial Seafood,Pack,China,3.75,
1448,Nissin,Premium Instant Noodles Roasted Beef Flavour,Pack,Singapore,4.25,
561,Sahmyook,Vegetable,Pack,South Korea,3.25,
1976,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4.25,
624,Master Kong,Artificial Pork,Pack,China,3.75,
1836,Vit's,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,5,
317,Maruchan,Yakisoba Cheddar Cheese,Tray,USA,4,
1050,Knorr,Japanese Pork Bone Flavour Quick Serve Macaroni,Pack,Hong Kong,3,
75,Indomie,Mi Goreng Rendang,Pack,Indonesia,4.5,
364,Sao Tao,Noodle King Beef Hong Kong Style,Bowl,Hong Kong,2.5,
395,Ottogi,Jin Ramen (Mild),Cup,South Korea,3,
312,Lucky Me!,Supreme Bulalo Artificial Bone Marrow,Bowl,Philippines,1.75,
1331,Indomie,Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand,Pack,Indonesia,3.75,
689,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,2.5,
2126,Nissin,Mennippon Oumi Chanpon,Bowl,Japan,5,
929,Vina Acecook,Good Artificial Minced Pork Bean Vermicelli,Pack,Vietnam,3.75,
2225,Fuku,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,Hong Kong,4,
1275,Wu-Mu,Ramen With Stewed Pork Flavor,Pack,Taiwan,4.5,
1588,Mi E-Zee,Perisa Bayam,Pack,Malaysia,3.5,
1823,MyKuali,MeeKuali spicy Fried Noodle,Pack,Malaysia,4,
1420,Maruchan,I Want To Eat Ramen Shio,Pack,Japan,3.75,
1255,Thai Choice,Instant Noodles Shrimp Flavour,Cup,Thailand,3.25,
2386,Maggi,2 Minute Noodles Curry Flavour,Pack,Fiji,4,
1370,Papa,Oriental Style Instant 'Kua-Chap',Pack,Thailand,3.25,
1915,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,
703,Nissin,Spoon-it Rich Hearty Beef Stew,Pack,USA,3.5,
164,Unif / Tung-I,Artificial Beef Flavor,Pack,Taiwan,3.75,
2290,Nissin,Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,
861,Vina Acecook,Hao Hao Mi Chay Vegetarian,Pack,Vietnam,3.25,
1849,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,
612,Maruchan,Yakisoba Spicy Chicken,Tray,USA,1.75,
785,Sarimi,Isi 2 Rasa Soto,Pack,Indonesia,3.5,
816,Vina Acecook,Oh! Ricey Phnom Penh Rice Noodle,Pack,Vietnam,3.75,
2258,Kamfen,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,Hong Kong,4.3,
1016,Nissin,Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,
1349,Mamee,Mie Goreng Indonesia Original Flavour,Cup,Malaysia,4.5,
1487,ICA,Asia Snabbnudlar Kycklingsmak,Pack,Sweden,3.25,
1583,J.J.,Snek Mi Perisa BBQ,Pack,Malaysia,4,
1362,Mamee,Instant Noodles Curry Flavour,Pack,Malaysia,3.5,
220,Wei Lih,Good Good Eat Super Ramen Original,Pack,Taiwan,3,
2255,Daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,5,
1968,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,USA,3.5,
1725,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,
1244,Unif,Unif-100 Pickled Cayenne Flavor Beef Ramen,Pack,China,3.75,
1215,GaGa,Mi Instan Cup Milk Chicken Soup,Cup,Indonesia,4.75,
945,Pot Noodle,Jamaican Jerk!,Cup,UK,2.75,
2321,Sau Tao,Black Pepper XO Sauce Flavour,Bowl,Hong Kong,5,
1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,USA,4,
2139,Fuku,Superior Soup Instant Noodles (Mfg in Thailand),Pack,Hong Kong,4,
2299,Cintan,Mi Segera Mmm... Original,Pack,Malaysia,3,
2173,MAMA,Instant Rice Noodles Stew Beef Flavour,Pack,Thailand,4,
2138,Fuku,Superior Soup Instant Noodles (Mfg in Vietnam),Pack,Hong Kong,4,
440,Maruchan,Instant Lunch Hot spicy Beef,Cup,USA,2.75,
1146,Asian Thai Foods,2pm Precooked Noodles Chicken Curry Delight,Pack,Nepal,3.5,
905,Tradition,Vegetable Instant Noodle soup,Cup,USA,3.25,
849,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,USA,3.5,
11,Six Fortune,Chicken Flavor Instant Soup Noodle,Pack,South Korea,2,
1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75,
1026,Samyang Foods,Bajirak Kalgugsu,Pack,South Korea,3.75,
1649,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,
2023,Urban Noodle,Authentic Street Food Black Bean,Cup,UK,0,
742,Golden Mie,chicken,Pack,Dubai,3.25,
1426,Ottogi,Cheese Bokki,Bowl,South Korea,4,
2383,Nissin,Cup Noodles Beef Flavor Ramen Noodle Soup (New Recipe),Cup,USA,3.5,
1830,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75,
1468,Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5,
2563,Yamachan,Tokyo Shoyu Ramen,Pack,USA,5,
2099,Sanpo,Yakibuta Ramen,Bowl,Japan,4,
2005,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.5,
1350,Mamee,Chef Curry Laksa Flavour,Pack,Malaysia,5,2014 #7
797,Golden Mie,Vegetable,Pack,Dubai,3.75,
1817,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4,
1128,Lucky Me!,Special Instant Pancit Bihon With Kalamansi,Pack,Philippines,3.25,
2445,KOKA,Delight Laksa Singapura Flavor Instant Non-Fried Noodles,Pack,Singapore,4.25,
1059,Mamee,Oriental Noodles Curry Flavour,Pack,Malaysia,3.25,
1945,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,
1066,Tasty Bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,USA,3.5,
2120,Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,
586,Vedan,Bah Kut Tea Noodle For Vegetarians,Pack,Taiwan,3.25,
2028,Maruchan,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,Mexico,3.5,
86,Unif / Tung-I,Onion Flavor,Pack,Taiwan,3.65,
80,Unif / Tung-I,Artificial Chicken,Pack,Taiwan,3.5,
54,Hua Feng Noodle Expert,Spicy Seafood Flavor,Pack,China,3,
524,Nissin,Cup Noodles Spicy Seafood,Cup,Hong Kong,3.75,
2503,Sichuan Guangyou,Sweet Potato Instant Noodle Sout-Hot Flavor,Bowl,China,0,
474,Saigon Ve Wong,Kung Fu Rice Noodle Shrimp Crab ,Bowl,Vietnam,3.75,
2156,A-Sha Dry Noodle,Chow Mein Oyster Sauce BBQ Flavor,Tray,Taiwan,2,
1179,Myojo,Chukazanmai Guangdong Style Ramen,Pack,Japan,4.25,
2240,Wang,Rice Noodle Anchovy Flavor,Bowl,South Korea,3,
1237,Mama,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,Thailand,3.5,
1192,Wu-Mu,Ramen With Simmered Pork Flavor,Pack,Taiwan,3.75,
2168,Tseng Noodles,Rice Noodle Shallot With Braised Pork Flavor,Pack,Taiwan,5,
590,Mama,Chand Clear Soup,Bowl,Thailand,3.5,
2492,Nissin,Smack Chili,Pack,Hungary,3.75,
1582,Mi E-Zee,Perisa Kari / Curry Flavour,Pack,Malaysia,4,
1761,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,USA,1,
2257,Fuku,Tom Yam Soup Instant Noodle,Pack,Hong Kong,2.3,
584,Baijia,Single Noble Black Bone Chicken Sweet Potato Thread,Cup,China,0,
1814,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3,
2259,Farmer's Heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,USA,3.75,
472,Thai Kitchen,Spring Onion Rice Noodle,Bowl,USA,3.75,
1070,HoMyeonDang,Premium Noodle House Pork & Seafood Flavor,Pack,South Korea,4,
1744,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5,
1601,Nongshim,Jinjja Jinjja (New),Pack,South Korea,5,
1137,Koka,Oriental Style Instant Noodles Crab Flavour,Pack,Singapore,3.75,
788,Uni-President,100 Beef With Sauerkraut,Pack,Taiwan,4.75,
236,Koka,Spicy Sesame,Pack,Singapore,5,
2309,Nissin,Cup Noodles Big Seafood Flavour,Cup,Hong Kong,4,
2534,Fujiwara,Hokkaido Hakodate Shoyu Ramen,Pack,Japan,4,
1470,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,
1447,Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,4,
172,Mama,Flat Noodle Tom Yum,Pack,Thailand,3.75,
911,Nissin,Top Ramen Cucharealo Habanero Shrimp,Pack,USA,3.75,
2564,TRDP,Mario Masala Noodles,Pack,India,3.75,
339,Payless,Xtra Big Chilimansi Pancit Canton,Pack,Philippines,4.5,
30,Myojo,Special Duck,Pack,Japan,1,
1713,CarJEN,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,5,
678,Wang,Kitsune Udon,Bowl,South Korea,4,
2142,Maruchan,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,USA,4,
392,Nissin,Yakisoba Noodles Karashi,Tray,Japan,5,2012 #3
1358,Mamee,SLLRRRP! Asam Laksa,Pack,Malaysia,4,
558,Long Kow,Crystal Noodles Vegetables,Bowl,China,1.5,
1542,Koka,Noodles Beef Flavour,Cup,Singapore,2.5,
1469,Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,
267,Mama,Pork,Cup,Thailand,2,
2318,Happy Cook,Sichuan Spicy Flavor,Pack,Taiwan,5,
1334,Sakura Noodle,Chikara Brand Udon Mushroom Flavor,Pack,USA,3.75,
1825,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,
649,Pot Noodle,Chicken & Mushroom,Cup,UK,3.75,
2577,Wei Lih,GGE Ramen Snack Tomato Flavor,Pack,Taiwan,2.75,
1202,Sugakiya Foods,Udon Miso Stew,Pack,Japan,3.25,
1067,Nissin,Cup Noodle Red Shock,Cup,Japan,3.75,
2441,MyKuali,Penang Hokkien Prawn Flavor Noodle,Box,Japan,5,
2238,Asian Thai Foods,Rumpum Gundruk Flavour,Pack,Nepal,1,
611,Batchelors,Super Noodles Low Fat Sweet Thai Chilli,Pack,UK,2,
569,Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,Vietnam,3,
1252,Tesco,Instant Noodles Chow Mein Flavour,Pack,UK,2.25,
1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,
481,Thai Kitchen,Roasted Garlic Rice Noodle,Bowl,USA,3.75,
1043,Chewy,Rice Vermicelli Satay Chicken,Pack,China,3,
2050,MyKuali,Penang Red Tom Yum Goong Noodle Authentic Taste,Cup,Malaysia,5,
1251,Mama,Instant Noodles Tom Saab Flavour,Pack,Thailand,3.5,
576,Menraku,Tempura Soba,Bowl,Japan,3.75,
98,Unif / Tung-I,Chah Chiang,Pack,Taiwan,2.5,
1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3,
1199,Mama,Instant Noodles Chicken Green Curry Flavour,Pack,Thailand,3.75,
2025,Urban Noodle,Authentic Street Food Chow Mein,Cup,UK,2,
1427,Osaka Ramen,Miso Ramen,Bowl,USA,3.75,
589,Vifon,South Korean Style Kim Chee,Bowl,Vietnam,4.25,
1630,Nongshim,Korean Clay Pot Ramyun,Bowl,China,2.5,
2221,Nissin,Cup Noodle Seafood,Cup,Japan,5,
2325,Pran,Mr. Noodles Curry Flavor Instant Noodles,Pack,Bangladesh,4,
2190,Myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75,
2209,Nissin,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,
1191,GaGa,Seribu 1000 Goreng Spesial,Pack,Indonesia,4,
374,Vifon,Asian Style Instant Noodles Shrimp,Pack,Vietnam,3.75,
791,Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1,
2169,Happy Family,Vegetable Flavour Instant Noodles,Pack,Singapore,4,
48,Indomie,Shrimp Flavor,Pack,Indonesia,3,
2434,Happy Cook,Old Beijing Fried Bean Sauce Noodle,Pack,Taiwan,4.25,
839,CJ CheilJedang,Mild Bean Curd Stew,Cup,South Korea,2,
1162,Nissin,Chanpon Ramen,Pack,Japan,4.75,
1754,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5,
1138,Tablemark,Downtown Ramen Shop Shoyu,Pack,Japan,4.75,
1737,Mi Sedaap,Instant Cup Mi Goreng,Cup,Indonesia,3.75,
1743,Mama,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,4.5,
2474,Ottogi,Ppushu Ppushu Noodle Snack Chilli Cheese Flavor,Pack,South Korea,4.25,
876,Sarimi,Soto Koya Pedasss,Pack,Indonesia,3.25,
1992,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,
563,Yum Yum,Duck,Pack,Thailand,3.25,
242,Fashion Foods,Tom Klong,Bowl,Thailand,2,
1145,Asian Thai Foods,Fatafat Chicken Flavor,Pack,Nepal,3.75,
1718,Vina Acecook,Hao Hao Sate Onion Flavour,Cup,Vietnam,2.5,
2367,Samyang Foods,2x Spicy Haek Buldak Bokkeummyun,Pack,South Korea,4,
1198,Samyang Foods,Maesaengyitangmyun Baked Noodle,Pack,South Korea,5,2014 #5
152,Wu Mu,Steamed Noodle Garlic & Sesame Oil,Pack,Taiwan,4.5,
2481,Samyang Foods,Buldak Bokkeummyun,Cup,South Korea,3.75,
683,Nongshim,Udon Garlic Teriyaki,Pack,South Korea,4.75,
1421,Nongshim,Korean Clay Pot Ramyun Noodle,Cup,China,2.75,
599,Lucky Me!,Pancit Canton Extra Hot Chili,Pack,Philippines,4,
28,Nissin,Chikin Ramen,Pack,Japan,5,
997,Sakurai Foods,Miso Stew Instant Udon (Winter),Pack,Japan,4.25,
1,Westbrae,Miso Ramen,Pack,USA,0.5,
2541,Nissin,Cup Noodles Very Veggie Spicy Chicken Flavor Ramen Noodle Soup,Cup,USA,5,
192,Paldo,Soy Flavor Noodle,Pack,South Korea,4.25,
530,Mee Jang,Artificial Shrimp Tom yum,Bowl,Thailand,3.5,
2129,CarJEN,Hot & Spicy Dry Curry With Chives Soup,Pack,Malaysia,5,
733,Indomie,Rasa Soto Betawi,Pack,Indonesia,4.5,
1488,Mom's Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,5,
112,Ottogi,Jiajang Noodle,Pack,South Korea,3.75,
1217,Doll,Hello Kitty Dim Sum Noodle Japanese Curry Flavour,Cup,Hong Kong,3.5,
2469,KOKA,Signature Curry Flavor Instant Noodles,Cup,Singapore,3.5,
308,Tradition,Imitation Chicken Vegetarian,Pack,USA,3.75,
1638,A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5,2015 #10
1012,Unox,Good Noodles Oosterse Kip (Oriental Chicken),Pack,Holland,3.5,
2507,Indomie,RMy Noodlez Rumput Laut,Pack,Indonesia,4,
2533,Nongshim,Shin Ramyun Black,Pack,South Korea,5,
419,Myojo,Ramen Desse Shio,Bowl,Japan,4.25,
2484,Nissin,Demae Ramen Tokyo Soy Sauce,Pack,Germany,4,
819,Maruchan,Tempura Soba,Pack,Japan,4,
987,Trident,Singapore Soft Noodles,Pack,Australia,2.75,
1433,Maggi,2 Minute Noodles Curry Flavour,Pack,Singapore,3.75,
426,Vifon,Tu quy Chicken,Pack,Vietnam,3,
814,Indomie,Beef,Pack,Indonesia,3.5,
1458,Nissin,Premium Instant Noodles Roasted Beef Flavour,Bowl,Singapore,3.75,
1234,Sainsbury's,Barbecue Beef Flavour Instant Noodles,Pack,UK,2.75,
